chinese,count,korean,english
靈柩,9,,
尼,9,니,ny
江岸,9,,
司令部,9,사령부,headquarters
江蘇,9,장쑤성,Category: Jiangsu Province
螢幕,9,스크린,screen
人頭,9,,
記憶,9,기억,memory
軍事化,9,군사화하다,Militarization
台歐,9,,
反觀,9,돌이켜 보다,look the other way
罐頭,9,,
商用,9,상업상의,commercial use
基本面,9,펀더멘털,fundamental
樟芝,9,,
無端,9,이유 없이,unprovoked
款,9,,
新創,9,새로 창조하다,new creation
露面,9,모습을 드러내다,show one's face
園方,9,,
國家衛健委,9,,
居住地,9,,
粉,9,,
雲集,9,,
安危,9,안위,safety
背道,9,길을 등지다,turn one's back on
英方,9,영국측,British side
司法部,9,사법부,Ministry of Justice
義參,9,,
學界,9,학계,academic circles
攸關,9,관련되다,be at stake
藥潮,9,,
波段,9,밴드,band
黃韋鈞,9,,
主治,9,,
黑箱,9,,
早報,9,중증의,severe
南華,9,직업,occupation
委任,9,,
伊斯,9,이스,Is
輩,9,,
牛,9,소,cattle
身旁,9,,
金流,9,,
奏效,9,효과가 있다,work
治安,9,치안,law and order
機能,9,,
東歐,9,동유럽,Eastern Europe
前段,9,,
歷練,9,경험하다,experience
財新網,9,,
寶山區,9,,
新莊,9,,
艦艇,9,함정,ship
上海市政府,9,,
衛士,9,,
面子,9,체면,save one's face
莫迪,9,포함율,Coverage
火力,9,화력,firepower
幕僚,9,막료,a staff member
組件,9,구성 요소,Components
內涵,9,치료하다,Medical
晶圓,9,웨이퍼,Wafer (disambiguation)
拉票,9,,
北屯,9,,
貼文,9,스티커,post
人氣,9,인기,popularity
隊伍,9,대오,procession
迪尚特,9,,
戰車,9,전차,chariot
污名,9,,
草,9,,
交叉,9,교차하다,cross
夜市,9,,
地利,9,,
清華大學,9,칭화 대학,Tsinghua University (Tsinghua University)
敵,9,적,enemy
陳水扁,9,중앙 정부,Central government
證件,9,,
魷魚,9,오징어,squid
奇,9,기이하다,strange
科學家,9,과학자,Scientists
芯片,9,칩,chip
面積,9,면적,Area (disambiguation)
紀,9,기,discipline
舟,9,배,boat
代理人,9,모데나,Modena (disambiguation)
電路,9,전기 회로,electrical circuit
總監,9,총감독,Director-General
利潤,9,침,saliva
人防,9,,
脖子,9,,
重鎮,9,요충지,an important town
綠黨,9,녹색당,Green Party (United States)
外送員,9,,
行動力,9,,
身處,9,처지,be in a position
灰色,9,무증,disease-free
搭機,9,,
航廈,9,,
產值,9,생산액,output value
性疾病,9,,
柏林,9,베를린,Berlin (disambiguation)
羅文嘉,9,,
總會,9,총회,general meeting
蔡啟芳,9,,
黃國,9,,
勢,9,형세,potential
人文,9,도리,reason
卓越,9,훌륭하다.,excellence
晶華,9,,
核彈,9,핵폭탄,nuclear bomb
船舶,9,가족,family
地帶,9,지대,zone
孫,9,손,grandson
熱潮,9,붐,boom
安徽,9,안후이 성,Anhui Province
潛力,9,잠재력,potential
天真,9,순진하다,naive
建設社會,9,사회를 건설하다,Building society
潮流,9,조류,current
肌肉,9,근육,Muscle (muscle)
皮膚,9,,
大集,9,,
凍蒜,9,,
士氣,9,사기,morale
頂尖,9,정상의,top
東協,9,증세,symptoms
陪伴,9,동행,accompany
調度,9,,
國際化,9,국제화하다,Internationalization
總署,9,시대적 역량,The Power of the Times
花卉,9,,
中德,9,중덕,Central Germany
篇文章,9,문장,Article(s)
英語,9,영어,English language
眾人,9,뭇사람,crowd
生氣,9,,
軍事委員會,9,군사 위원회,Military Commission
路徑,9,경로,path
鴻,9,,
零星,9,,
小英,9,소영,Little England
正告,9,정식으로 알리다,a formal notice
總量,9,섬,Outlying Islands
黃金,9,황금,Gold (disambiguation)
城鎮,9,도시와 읍,town
雪蔓,9,눈 덩굴,snow vines
格,9,격,case
事人,9,남을 섬기다,a person of concern
住戶,9,,
加國,9,캐나다,Canada (country)
質量,9,화장하다,cremation
降價,9,,
聯合國體,9,,
張紹豐,9,,
位候,9,,
文理,9,,
台前,9,무대 앞,front of the stage
重塑,9,리모델링,reinvent
敵軍,9,적군,enemy forces
年增率,9,노인,Old man
供需,9,병단,a corps of soldiers
陳超明,9,,
福州,9,푸저우,Fuzhou (disambiguation)
習派,9,,
淨利,9,순이익,net profit
魏鳳,9,위봉,Wei Feng (disambiguation)
時會,9,때,from time to time
專車,9,,
朝日,9,,
逆風,9,역풍,headwind
住宿,9,,
燃料,9,연료,fuel
尖峰,9,,
要素,9,요소,Elements
航運,9,대함,anti-ship
太太,9,마님,madam
官司,9,,
室,9,실,room
小兒,9,,
生涯,9,생애,career
紛爭,9,분쟁,quarrel
梁,9,들보,beam
潛艇,9,잠수함,Submarine (submarine)
樣,9,,
雞,9,닭,chicken
外患,9,,
酒精,9,,
不公,9,불공평하다,injustice
永豐,9,영풍,Wing Fung
不具,9,구비하지 않다,no
吸引力,9,폼페오,Pompio (disambiguation)
黃承國,9,,
虹安,9,,
雄廠,9,,
範,9,본보기,model
技能,9,기능,skill
巴西,9,국적,Nationality
用品,9,용품,Supplies
橋上,9,,
戰士,9,전사,warrior
強軍,9,강군,a strong army
特點,9,특징,characteristic
機遇,9,기회,opportunity
台中人,9,,
美金,9,달러,U.S. dollars
美國廠,9,,
星島,9,별의 섬,Star Island (disambiguation)
蘇州,9,쑤저우 시,Suzhou (People's Republic of China)
刑法,9,형법,Criminal law
中性,9,중성,neutral
亮相,9,모습을 드러내다,make an appearance
勤洗手,9,,
救護車,9,,
身家,9,,
罪名,9,죄명,charge
男,9,,
人流,9,인파,flow of people
宋濤,9,,
廖,9,,
代黨,9,당을 대신하다,representative party
訂位,9,,
政治系,9,주택,Residential
職涯,9,,
監獄,9,,
兩制,9,캠퍼스,Campus (disambiguation)
劉揚偉,9,,
頭痛,8,,
前輩,8,선배,senior
中台灣,8,,
市內,8,,
溫哥華,8,,
大安,8,,
數目,8,,
未料,8,,
曾光,8,,
英美,8,영미,Anglo-American countries
異,8,,
瓶,8,병,bottle
議論,8,의논하다,discussion
村民,8,,
新車,8,,
董座,8,,
霍,8,,
同黨,8,,
全球通,8,월드체이스,Global accessibility
林芳正,8,임방정,Lin Fang-cheng (disambiguation)
居委,8,,
層層,8,,
華為,8,화웨이,HUAWEI Corporation
白俄,8,충칭,Chongqing Municipality
章程,8,,
駐美,8,쉬차오신,Xu Qiaoxin (disambiguation)
徐旭東,8,,
幹事長,8,간사장,Secretary-General
心力,8,심력,heart and soul
人工,8,,
債券,8,채권,Bonds (disambiguation)
曾俊豪,8,,
聲援,8,성원하다,Solidarity
特地,8,,
心肺,8,,
公私,8,,
飲料,8,음료,Beverage
縣長候,8,현장후,Prefectural Governor's Day
石斑,8,돌반점,speckled
準則,8,준칙,Guidelines
血壓,8,,
醫務,8,,
專精,8,전념하다,specialize in
初心,8,,
精英,8,우루무치,Urumqi Municipality
警力,8,,
戰鬥機,8,금산,Golden Mountain (disambiguation)
怒火,8,,
聊天,8,,
貨品,8,상품,goods
新政府,8,새 정부,new government
產權,8,재산권,Property rights
雪,8,눈,snow
量子,8,양자,quantum
模組,8,모듈,module
元件,8,구성 요소,Components
宗旨,8,취지,purpose
顏色,8,색깔,Color (color)
榜,8,게시하다,list
眾黨,8,,
金邊,8,프놈펜,Phnom Penh (disambiguation)
同心,8,한마음 한뜻,concentrate one's heart and soul
北醫,8,,
波斯,8,페르시아,Persia (disambiguation)
國是,8,국시,national sovereignty
缺藥,8,,
民俗,8,,
型態,8,형태,form
院前,8,,
坦白,8,,
票房,8,,
存款,8,저금,Deposit
設,8,,
光夫,8,,
保家,8,,
弟兄,8,형제,brother
列車,8,열차,Train (disambiguation)
橫幅,8,,
教宗,8,교황,Holy Father
腦袋,8,,
信賴,8,신뢰하다.,trust
郭國文,8,궈궈원,Guo Guo-wen (disambiguation)
慈善,8,자비롭다,Charity
蒲亭,8,경제부,Ministry of Economy
境地,8,처지,situation
吉隆坡,8,,
智,8,,
親,8,친,kiss
巴斯夫,8,,
尾牙,8,,
合體,8,,
歷程,8,역정,course
阿德勒,8,,
上街,8,,
船艦,8,선박,ship
北北,8,,
董瑤瓊,8,,
兒女,8,,
政敵,8,정적,political rival
用人,8,,
講話,8,프라이스,Price
舉措,8,행동거지,initiative
標案,8,입찰 문서,draft a bill
米其林,8,,
窘境,8,궁지,predicament
暗指,8,,
廈門市,8,,
行人,8,행인,pedestrian
何衛東,8,허웨이둥,Ho Weidong (disambiguation)
大位,8,높은 자리,high position
期刊,8,정기 간행물,periodical
警政署,8,,
火葬,8,,
服務業,8,서비스업,Services
德國國會,8,독일 의회,German parliament
江蘇省,8,,
馮子健,8,,
歷年,8,역년,calendar year
籃球,8,,
染疫數,8,,
學系,8,설서원,Xue Ruiyuan (disambiguation)
何志偉,8,,
司長,8,국장,Director of the Division
余德海,8,,
參議院,8,참의원,U.S. Senate
香伶,8,,
時稱,8,,
終場,8,사역남,a servile man
海面,8,,
梅花,8,,
流向,8,흐름,flow
新浪,8,,
眼光,8,안목,eye
首場,8,첫판,opening game
人事安排,8,인사 배치,Staffing
軍火,8,백성,common people
買房,8,,
精心,8,정성껏,elaborate
病毒基因,8,,
直轄市,8,,
霍爾斯,8,,
新式,8,,
根本利益,8,근본이익,fundamental interest
目光,8,눈초리,gaze
百貨,8,,
標槍,8,투창,a javelin throw
熊本,8,,
代理商,8,,
競總,8,,
石舫,8,,
內用,8,,
陳建仁,8,천젠런,Chen Jianren (disambiguation)
曙光,8,새벽빛,the light of day
話鋒,8,,
副作用,8,,
股利,8,배당금,dividend
市委,8,시 위원회,Municipal Party Committee
聖地,8,,
虎,8,범,tiger
措辭,8,어휘 선택,wording
亞,8,아,sub
鄰居,8,,
難題,8,음식,Food
申報,8,신고하다,declaration
店員,8,,
河北,8,허베이 성,Hebei Province
全軍,8,,
張升民,8,,
大生,8,,
文化部,8,문화부,Ministry of Culture
劉振立,8,,
招商,8,상인을 유치하다,investment attraction
三雄,8,,
和碩,8,,
無線,8,,
護力,8,,
破口,8,터진 곳,break
法方,8,프랑스식 처방,French side
無黨,8,,
當家,8,,
警報,8,경보,alert
郭正亮,8,궈정량,Guo Zhengliang (disambiguation)
人際,8,,
於新冠,8,코로나19,new coronavirus
同屬,8,같은 소속이다,be of the same genus
人命,8,,
膽,8,담,gall
競爭力,8,경쟁력,Competitiveness
附件,8,부속품,Annexes I to the Convention
觀念,8,미치다,ripple
陸配,8,,
藥房,8,,
地表,8,지표면,surface
方方面面,8,,
史書華,8,,
支柱,8,지주,pillar
亞太區,8,,
私底下,8,,
征程,8,여정,journey
野餐,8,,
南北,8,남북,North and South
指向,8,가리키다,point to
黃仁勳,8,,
西太平洋,8,서태평양,Western Pacific Ocean
公關,8,홍보,Public relations
太久,8,,
劇,8,극,play
全場,8,,
罪行,8,죄행,crime
黨政軍,8,,
張培凝,8,,
職業,8,직업,occupation
事態,8,인파,a crowd of people
寵物,8,애완 동물,Pets (disambiguation)
領事館,8,영사관,Consulate General
戰線,8,전선,front
感言,8,,
楚,8,초나라,fine
讀者,8,국장,state funeral
促統,8,촉통,promote unification
檢體,8,,
高薪,8,고액 연봉,a high salary
區內,8,,
區間,8,커젠밍,Ke Jianming (disambiguation)
數眾,8,,
救人,8,,
權主義,8,,
頭上,8,,
法務部,8,,
金錢,8,금전,Money
吳明達,8,,
潘孟安,8,,
航次,8,,
理器,8,이기기,rational instrument
陳柏宏,8,,
弱點,8,약점,Weaknesses
檢察官,8,,
廟,8,,
開幕式,8,개막식,Opening ceremony
文案,8,문서,copy
共病,8,,
斷章,8,,
血症,8,,
氣勢,8,기세,momentum
女星,8,,
漏洞,8,빈틈,loophole
畫,8,그리다.,paint
筆電,8,펜라이트,pen and electricity
試者,8,,
言中,8,,
領空,8,영공,airspace
桃機,8,,
礦產,8,광산품,Mineral resources
報紙,8,신문,newspapers
憲,8,헌,constitution
派員,8,,
戰犯,8,전범,a war criminal
假陽性,8,,
分流,8,,
角落,8,,
俄羅斯國,8,러시아국,State of Russia
邊會,8,,
海地,8,아이티,Category: Haiti
技職,8,,
羽,8,,
營區,8,주둔지,camp
生命安全,8,생명 안전,Safety of life
共產主義,8,공산주의,Communism (disambiguation)
法理,8,회장,a meeting place
評論員,8,논설위원,commentator
食材,8,,
雷達,8,레이더,Radar (disambiguation)
午盤,8,,
份,8,몫,share
矽盾,8,규소 방패,Silicone Shield (disambiguation)
職場,8,직장,workplace
節奏,8,리듬,rhythm
演員,8,배우,actor
國發會,8,국가발전위원회,National Development Council
大地,8,대지,earth
內需,8,장개석,Chiang Kai-shek (disambiguation)
本市,8,우방,friendly country
個性,8,개성,personality
本土化,8,,
章孝嚴,8,,
律,8,,
時空,8,시간과 공간,space and time
王浩宇,8,,
王惠美,7,,
步行,7,,
白皮書,7,백서,White paper
大雨,7,,
淨,7,깨끗하다,clear
中捷,7,,
氣象,7,기상,weather
掃街,7,,
一劑,7,,
博文,7,박문,blog
管炎,7,,
公部門,7,공공부문,public sector
邱嘉進,7,,
成分股,7,,
鋒,7,,
會產生,7,,
賴士葆,7,,
習普會,7,,
人間,7,인간 세상,the world
鄭宇翔,7,,
醫藥,7,의약,Medicine and medicine
意,7,뜻,intention
事證,7,,
陳時,7,,
性平,7,,
實務,7,실무,Substantive
誓言,7,맹세문,oath
鏢,7,,
塑膠,7,,
面相,7,,
方濟,7,,
全國性,7,,
何勝豐,7,,
麥克風,7,,
國務院聯,7,,
步調,7,걸음걸이,pace
梁文傑,7,,
圖書館,7,,
杜魯多,7,,
紙盒,7,,
可行性,7,실행 가능성,Feasibility
佳績,7,,
雷根,7,레이건,Regan (disambiguation)
蔣經國,7,장징궈,Chiang Ching-kuo of Ching-kuo
責,7,,
國家隊,7,국가 대표 팀,national team
子,7,,
地民眾,7,,
勞動力,7,,
洪秀柱,7,홍수주,Hong Soo-joo (disambiguation)
霸,7,패하다,hog
高效能,7,고효율 에너지,high efficiency
簡舒培,7,,
村里,7,,
角力,7,레슬링,angular strength
美積,7,,
短裙,7,,
支持率,7,지지율,approval rating
嘉賓,7,,
興趣,7,취미,interest
指標性,7,,
探親,7,친척을 방문하다,visit one's relatives
海岸,7,해안,coast
風潮,7,풍조,a wave of popularity
竹聯,7,,
蔡易餘,7,,
奢侈品,7,,
員警,7,,
時隔,7,오래간만이다,the first time in a while
海淀,7,,
天空,7,하늘,the sky
院方,7,,
白帶,7,백대,white belt
買氣,7,,
鏈重,7,,
新能源,7,신에너지,New Energy
計算,7,,
染疫人,7,,
諧,7,조화되다,harmonize
原油,7,원유,crude oil
錄音,7,,
公器,7,,
全盤,7,전반적,the whole thing
時值,7,,
主打,7,주력하다,lead
台州,7,,
青島,7,칭다오,Qingdao (People's Republic of China)
立案,7,,
賀一誠,7,,
新生,7,새내기,Freshman
佳士得,7,,
疾呼,7,,
親子,7,,
北海道,7,,
大義,7,대의,a great cause
航,7,항해하다,sail
人米鋒,7,,
風氣,7,,
全家,7,,
名額,7,정원,Number of places
日式,7,,
邱志偉,7,,
肢體,7,,
部長級,7,장관급,Ministerial level
金鐘,7,,
交情,7,,
共創,7,공동 창작하다,co-creation
醫事,7,,
張文宏,7,,
專船,7,전용선,a special ship
車上,7,,
論點,7,논점,point of contention
信仰,7,신앙,faith
陸行,7,,
唐彥博,7,,
軍情,7,,
國安局,7,암흑가,black-spotted woodpecker
間諜,7,간첩,spy
鐵,7,철,iron
乾脆,7,차라리,in a nutshell
商家,7,,
活,7,살아 있는,live
尖端,7,첨단,tip
大數據,7,빅 데이터,Big data
名候,7,,
史塔爾,7,,
熱線,7,핫라인,hotline
閔,7,,
防具,7,,
霍夫曼,7,,
湯瑪斯,7,토마스,Thomas the Elder
曾永義,7,,
腸,7,,
連,7,,
高粱,7,수수,sorghum (disambiguation)
劣勢,7,열세,disadvantage
特徵,7,특징,characteristic
光明,7,밝은 빛,light
城堡,7,,
一國,7,일국,one country
黑數,7,,
峰值,7,,
張又俠,7,장우협,Zhang You-chia (disambiguation)
旅行社,7,,
動線,7,,
宜蘭市,7,,
農地,7,,
椴木,7,,
劉男,7,,
謝欣,7,,
過,7,,
運量,7,,
逸民,7,,
軍心,7,,
小康,7,오붓하다,well-off
不成文,7,,
工作部,7,,
人體,7,,
軍委會,7,,
德州,7,텍사스,Texas (U.S. state)
台動武,7,타이둥무,Taiwan's use of force
假想,7,가상,hypothetical
降溫,7,랴오닝 성,Liaoning Province
包機,7,,
歐儒侃,7,,
一流,7,일류,first-rate
投資者,7,테마,Thematic issues
福,7,복,blessing
連帶,7,관련되다,solidarity
世世代代,7,,
新書,7,새 책,a new book
丈夫,7,남편,husband
李強,7,,
統府,7,통일부,head of government
高壓,7,,
烏地,7,오지,Uttar Pradesh (disambiguation)
協調,7,어울리다,Coordination
順序,7,순서,order
高校,7,,
姜冠宇,7,,
跨國,7,국경을 넘다,Transnational
格式,7,,
山城,7,,
專長,7,,
塞克斯,7,,
論調,7,논조,tone of argument
熱度,7,열의,heat
長暨,7,,
咖,7,,
劉銳紹,7,,
疑因,7,,
締脈,7,,
市議,7,,
人造,7,,
豐,7,,
文化大革命,7,,
伙伴,7,천위진,Chen Yu-chen (disambiguation)
藥華藥,7,,
新社,7,,
陰影,7,그림자,shadow
腿,7,,
法庭,7,법정,Court of Justice
歌,7,노래,song
越通社,7,,
親民黨,7,,
客人,7,손님,guest
霍利,7,,
子代,7,,
國界,7,,
封面,7,표지,cover
男童,7,,
背書,7,배서하다,endorse
明文,7,명문,clear-cut
污辱,7,,
副手,7,조수,deputy
隔壁,7,,
關於進,7,,
婦女,7,부녀자,Women
機台,7,기계 받침대,machine tool
挖角,7,스카우트하다,dig an angle
所長,7,의료와 간호 요원.,Medical staff
院中,7,,
